,collection_date,Speed.cm.s.,Bearing.degrees.,Velocity.N.cm.s.,Velocity.E.cm.s.,Temperature.C.,reef,Genotype,Fragment_number,Month,Year,Fragment_num,day,Survey.,LiveFrag,L,W,H,Adjusted.Area,S01FragCount,Year.x,Si.uM.,NO2.uM.,N.N.uM.,NO3.uM.,PO4.uM.,sample_ID,sample_ID2,Health,Month.x,Samp_trip,joining_info,order,species,time_Reef,Cluster,sampling_trip,X,colour_reef,colour_genotype,colour_reef_genotype,colour_timepoint,colour_timepoint_reef,cluster_latitude,cluster_longitude,cluster_depth,depth,Year.y,Month.y,Lat_decimal,Long_decimal,avgchla_mgm.3,sdchla_mgm.3,avgSST_degC,sdSST_degC
bagnumber-1749,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,CN4,5,September,2019,91,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gCN4_cl103_fr5_AH_2019-09-26,apal_pr_gCN4_cl103_fr5_AH_2019-09-26,AH,September,Trip_4,CN4_Cluster_103_5_pr,168,apal,4_pr,103,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845627,-80.4166609,-15.7,15.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
bagnumber-1750,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,CN4,7,September,2019,91,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gCN4_cl103_fr7_AH_2019-09-26,apal_pr_gCN4_cl103_fr7_AH_2019-09-26,AH,September,Trip_4,CN4_Cluster_103_7_pr,169,apal,4_pr,103,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845627,-80.4166609,-15.7,15.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
bagnumber-1755,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,CN4,7,September,2019,91,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gCN4_cl98_fr7_AH_2019-09-26,apal_pr_gCN4_cl98_fr7_AH_2019-09-26,AH,September,Trip_4,CN4_Cluster_98_7_pr,171,apal,4_pr,98,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845608,-80.4166472,-15.7,15.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
bagnumber-2224,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,ML2,6,November,2019,22.33333333,19,9,1,NA,NA,NA,153.3591667,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gML2_cl23_fr6_AH_2019-11-19,apal_ndr_gML2_cl23_fr6_AH_2019-11-19,AH,November,Trip_5,ML2_Cluster_23_6_ndr,261,apal,5_ndr,23,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303352,-80.2939432,-12.8,12.8,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2223,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,ML2,B,November,2019,22.33333333,19,9,1,NA,NA,NA,139.9524667,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gML2_cl23_frB_AH_2019-11-19,apal_ndr_gML2_cl23_frB_AH_2019-11-19,AH,November,Trip_5,ML2_Cluster_23_B_ndr,260,apal,5_ndr,23,5,NA,maroon2,orangered,turquoise3,orangered,olivedrab1,25.1303352,-80.2939432,-12.8,12.8,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-1650,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,ML2,6,September,2019,22.33333333,25,8,1,NA,NA,NA,NA,7,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gML2_cl23_fr6_AH_2019-09-25,apal_ndr_gML2_cl23_fr6_AH_2019-09-25,AH,September,Trip_4,ML2_Cluster_23_6_ndr,130,apal,4_ndr,23,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303352,-80.2939432,-12.8,12.8,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1651,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,ML2,7,September,2019,22.33333333,25,8,0.666666667,NA,NA,NA,NA,7,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gML2_cl23_fr7_AH_2019-09-25,apal_ndr_gML2_cl23_fr7_AH_2019-09-25,AH,September,Trip_4,ML2_Cluster_23_7_ndr,131,apal,4_ndr,23,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303352,-80.2939432,-12.8,12.8,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1649,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,ML2,B,September,2019,22.33333333,25,8,1,NA,NA,NA,NA,7,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gML2_cl23_frB_AH_2019-09-25,apal_ndr_gML2_cl23_frB_AH_2019-09-25,AH,September,Trip_4,ML2_Cluster_23_B_ndr,129,apal,4_ndr,23,4,NA,maroon2,orangered,turquoise3,greenyellow,turquoise3,25.1303352,-80.2939432,-12.8,12.8,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1095,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,ML2,6,June,2019,22.33333333,26,7,1,NA,NA,NA,98.4158,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gML2_cl23_fr6_AH_2019-06-26,apal_ndr_gML2_cl23_fr6_AH_2019-06-26,AH,June,Trip_3,ML2_Cluster_23_6_ndr,39,apal,3_ndr,23,3,NA,maroon2,orangered,turquoise3,maroon2,greenyellow,25.1303352,-80.2939432,-12.8,12.8,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1096,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,ML2,7,June,2019,22.33333333,26,7,0.666666667,NA,NA,NA,46.1924,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gML2_cl23_fr7_AH_2019-06-26,apal_ndr_gML2_cl23_fr7_AH_2019-06-26,AH,June,Trip_3,ML2_Cluster_23_7_ndr,40,apal,3_ndr,23,3,NA,maroon2,orangered,turquoise3,maroon2,greenyellow,25.1303352,-80.2939432,-12.8,12.8,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1094,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,ML2,B,June,2019,22.33333333,26,7,1,NA,NA,NA,91.24863333,7,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gML2_cl23_frB_AH_2019-06-26,apal_ndr_gML2_cl23_frB_AH_2019-06-26,AH,June,Trip_3,ML2_Cluster_23_B_ndr,38,apal,3_ndr,23,3,NA,maroon2,orangered,turquoise3,maroon2,greenyellow,25.1303352,-80.2939432,-12.8,12.8,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-801,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,ML2,6,March,2019,22.33333333,4,5,1,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gML2_cl23_fr6_AH_2019-03-04,apal_ndr_gML2_cl23_fr6_AH_2019-03-04,AH,March,Trip_2,ML2_Cluster_23_6_ndr,362,apal,2_ndr,23,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303352,-80.2939432,-12.8,12.8,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-802,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,ML2,7,March,2019,22.33333333,4,5,0.666666667,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gML2_cl23_fr7_AH_2019-03-04,apal_ndr_gML2_cl23_fr7_AH_2019-03-04,AH,March,Trip_2,ML2_Cluster_23_7_ndr,363,apal,2_ndr,23,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303352,-80.2939432,-12.8,12.8,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-800,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,ML2,B,March,2019,22.33333333,4,5,1,NA,NA,NA,NA,7,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gML2_cl23_frB_AH_2019-03-04,apal_ndr_gML2_cl23_frB_AH_2019-03-04,AH,March,Trip_2,ML2_Cluster_23_B_ndr,361,apal,2_ndr,23,2,NA,maroon2,orangered,turquoise3,blue4,maroon2,25.1303352,-80.2939432,-12.8,12.8,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-2172,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN4,3,November,2019,32.66666667,19,9,1,NA,NA,NA,27.83255,7.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN4_cl38_fr3_AH_2019-11-19,apal_ndr_gCN4_cl38_fr3_AH_2019-11-19,AH,November,Trip_5,CN4_Cluster_38_3_ndr,249,apal,5_ndr,38,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303348,-80.2939119,-12.7,12.7,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2176,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN4,3,November,2019,32.66666667,19,9,1,NA,NA,NA,27.83255,7.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN4_cl28_fr3_AH_2019-11-19,apal_ndr_gCN4_cl28_fr3_AH_2019-11-19,AH,November,Trip_5,CN4_Cluster_28_3_ndr,253,apal,5_ndr,28,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303322,-80.2939338,-12.7,12.7,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2169,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN4,4,November,2019,32.66666667,19,9,1,NA,NA,NA,54.6456,7.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN4_cl38_fr4_AH_2019-11-19,apal_ndr_gCN4_cl38_fr4_AH_2019-11-19,AH,November,Trip_5,CN4_Cluster_38_4_ndr,246,apal,5_ndr,38,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303348,-80.2939119,-12.7,12.7,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2177,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN4,4,November,2019,32.66666667,19,9,1,NA,NA,NA,54.6456,7.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN4_cl28_fr4_AH_2019-11-19,apal_ndr_gCN4_cl28_fr4_AH_2019-11-19,AH,November,Trip_5,CN4_Cluster_28_4_ndr,254,apal,5_ndr,28,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303322,-80.2939338,-12.7,12.7,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2170,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN4,5,November,2019,32.66666667,19,9,1,NA,NA,NA,38.6984,7.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN4_cl38_fr5_AH_2019-11-19,apal_ndr_gCN4_cl38_fr5_AH_2019-11-19,AH,November,Trip_5,CN4_Cluster_38_5_ndr,247,apal,5_ndr,38,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303348,-80.2939119,-12.7,12.7,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2178,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN4,5,November,2019,32.66666667,19,9,1,NA,NA,NA,38.6984,7.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN4_cl28_fr5_AH_2019-11-19,apal_ndr_gCN4_cl28_fr5_AH_2019-11-19,AH,November,Trip_5,CN4_Cluster_28_5_ndr,255,apal,5_ndr,28,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303322,-80.2939338,-12.7,12.7,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2171,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN4,6,November,2019,32.66666667,19,9,1,NA,NA,NA,54.6456,7.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN4_cl38_fr6_AH_2019-11-19,apal_ndr_gCN4_cl38_fr6_AH_2019-11-19,AH,November,Trip_5,CN4_Cluster_38_6_ndr,248,apal,5_ndr,38,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303348,-80.2939119,-12.7,12.7,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2168,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,CN4,B,November,2019,32.66666667,19,9,1,NA,NA,NA,33.7724,7.666666667,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gCN4_cl38_frB_AH_2019-11-19,apal_ndr_gCN4_cl38_frB_AH_2019-11-19,AH,November,Trip_5,CN4_Cluster_38_B_ndr,245,apal,5_ndr,38,5,NA,maroon2,maroon2,lightskyblue,orangered,olivedrab1,25.1303348,-80.2939119,-12.7,12.7,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-1643,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,CN4,3,September,2019,32.66666667,25,8,1,NA,NA,NA,NA,7.666666667,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gCN4_cl38_fr3_AH_2019-09-25,apal_ndr_gCN4_cl38_fr3_AH_2019-09-25,AH,September,Trip_4,CN4_Cluster_38_3_ndr,124,apal,4_ndr,38,4,NA,maroon2,maroon2,lightskyblue,greenyellow,turquoise3,25.1303348,-80.2939119,-12.7,12.7,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1644,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,CN4,4,September,2019,32.66666667,25,8,1,NA,NA,NA,NA,7.666666667,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gCN4_cl38_fr4_AH_2019-09-25,apal_ndr_gCN4_cl38_fr4_AH_2019-09-25,AH,September,Trip_4,CN4_Cluster_38_4_ndr,125,apal,4_ndr,38,4,NA,maroon2,maroon2,lightskyblue,greenyellow,turquoise3,25.1303348,-80.2939119,-12.7,12.7,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1645,25-Sep-19,4.795925926,173.2167361,-1.273344907,-0.061684028,28.83825139,ndr,CN4,6,September,2019,32.66666667,25,8,1,NA,NA,NA,NA,7.666666667,2019,0.033333333,0.033333333,1.06,1.028333333,0.05,apal_ndr_gCN4_cl38_fr6_AH_2019-09-25,apal_ndr_gCN4_cl38_fr6_AH_2019-09-25,AH,September,Trip_4,CN4_Cluster_38_6_ndr,126,apal,4_ndr,38,4,NA,maroon2,maroon2,lightskyblue,greenyellow,turquoise3,25.1303348,-80.2939119,-12.7,12.7,2019,September,25.218,-80.294,1.997572561,0,29.0513381,0.673911137
bagnumber-1085,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,CN4,3,June,2019,32.66666667,26,7,1,NA,NA,NA,87.85919583,7.666666667,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gCN4_cl38_fr3_AH_2019-06-26,apal_ndr_gCN4_cl38_fr3_AH_2019-06-26,AH,June,Trip_3,CN4_Cluster_38_3_ndr,29,apal,3_ndr,38,3,NA,maroon2,maroon2,lightskyblue,maroon2,greenyellow,25.1303348,-80.2939119,-12.7,12.7,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1088,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,CN4,3,June,2019,32.66666667,26,7,1,NA,NA,NA,87.85919583,7.666666667,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gCN4_cl28_fr3_AH_2019-06-26,apal_ndr_gCN4_cl28_fr3_AH_2019-06-26,AH,June,Trip_3,CN4_Cluster_28_3_ndr,32,apal,3_ndr,28,3,NA,maroon2,maroon2,lightskyblue,maroon2,greenyellow,25.1303322,-80.2939338,-12.7,12.7,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1086,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,CN4,4,June,2019,32.66666667,26,7,1,NA,NA,NA,91.78539583,7.666666667,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gCN4_cl38_fr4_AH_2019-06-26,apal_ndr_gCN4_cl38_fr4_AH_2019-06-26,AH,June,Trip_3,CN4_Cluster_38_4_ndr,30,apal,3_ndr,38,3,NA,maroon2,maroon2,lightskyblue,maroon2,greenyellow,25.1303348,-80.2939119,-12.7,12.7,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1089,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,CN4,4,June,2019,32.66666667,26,7,1,NA,NA,NA,91.78539583,7.666666667,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gCN4_cl28_fr4_AH_2019-06-26,apal_ndr_gCN4_cl28_fr4_AH_2019-06-26,AH,June,Trip_3,CN4_Cluster_28_4_ndr,33,apal,3_ndr,28,3,NA,maroon2,maroon2,lightskyblue,maroon2,greenyellow,25.1303322,-80.2939338,-12.7,12.7,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1090,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,CN4,5,June,2019,32.66666667,26,7,1,NA,NA,NA,72.1555625,7.666666667,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gCN4_cl28_fr5_AH_2019-06-26,apal_ndr_gCN4_cl28_fr5_AH_2019-06-26,AH,June,Trip_3,CN4_Cluster_28_5_ndr,34,apal,3_ndr,28,3,NA,maroon2,maroon2,lightskyblue,maroon2,greenyellow,25.1303322,-80.2939338,-12.7,12.7,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-1087,26-Jun-19,5.542543403,117.930191,1.371779514,4.094357639,30.79223811,ndr,CN4,6,June,2019,32.66666667,26,7,1,NA,NA,NA,90.37569583,7.666666667,2019,0.613,0.0285,1.529,1.5005,0.044,apal_ndr_gCN4_cl38_fr6_AH_2019-06-26,apal_ndr_gCN4_cl38_fr6_AH_2019-06-26,AH,June,Trip_3,CN4_Cluster_38_6_ndr,31,apal,3_ndr,38,3,NA,maroon2,maroon2,lightskyblue,maroon2,greenyellow,25.1303348,-80.2939119,-12.7,12.7,2019,June,25.218,-80.294,3.090697605,1.606486547,30.03815238,0.361411607
bagnumber-797,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,CN4,3,March,2019,32.66666667,4,5,1,NA,NA,NA,NA,7.666666667,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gCN4_cl28_fr3_AH_2019-03-04,apal_ndr_gCN4_cl28_fr3_AH_2019-03-04,AH,March,Trip_2,CN4_Cluster_28_3_ndr,358,apal,2_ndr,28,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303322,-80.2939338,-12.7,12.7,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-809,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,CN4,3,March,2019,32.66666667,4,5,1,NA,NA,NA,NA,7.666666667,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gCN4_cl38_fr3_AH_2019-03-04,apal_ndr_gCN4_cl38_fr3_AH_2019-03-04,AH,March,Trip_2,CN4_Cluster_38_3_ndr,370,apal,2_ndr,38,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303348,-80.2939119,-12.7,12.7,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-798,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,CN4,4,March,2019,32.66666667,4,5,1,NA,NA,NA,NA,7.666666667,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gCN4_cl28_fr4_AH_2019-03-04,apal_ndr_gCN4_cl28_fr4_AH_2019-03-04,AH,March,Trip_2,CN4_Cluster_28_4_ndr,359,apal,2_ndr,28,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303322,-80.2939338,-12.7,12.7,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-810,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,CN4,4,March,2019,32.66666667,4,5,1,NA,NA,NA,NA,7.666666667,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gCN4_cl38_fr4_AH_2019-03-04,apal_ndr_gCN4_cl38_fr4_AH_2019-03-04,AH,March,Trip_2,CN4_Cluster_38_4_ndr,371,apal,2_ndr,38,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303348,-80.2939119,-12.7,12.7,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-799,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,CN4,5,March,2019,32.66666667,4,5,1,NA,NA,NA,NA,7.666666667,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gCN4_cl28_fr5_AH_2019-03-04,apal_ndr_gCN4_cl28_fr5_AH_2019-03-04,AH,March,Trip_2,CN4_Cluster_28_5_ndr,360,apal,2_ndr,28,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303322,-80.2939338,-12.7,12.7,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-811,4-Mar-19,4.388159722,98.96608796,1.572326389,1.29994213,26.25199734,ndr,CN4,6,March,2019,32.66666667,4,5,1,NA,NA,NA,NA,7.666666667,2019,0.308,0.024,0.899,0.875,0.056,apal_ndr_gCN4_cl38_fr6_AH_2019-03-04,apal_ndr_gCN4_cl38_fr6_AH_2019-03-04,AH,March,Trip_2,CN4_Cluster_38_6_ndr,372,apal,2_ndr,38,2,NA,maroon2,maroon2,lightskyblue,blue4,maroon2,25.1303348,-80.2939119,-12.7,12.7,2019,March,25.218,-80.294,2.700257501,0.888385803,26.45430714,0.420880772
bagnumber-2153,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,HS1,3,November,2019,66.66666667,19,9,1,NA,NA,NA,NA,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gHS1_cl63_fr3_AH_2019-11-19,apal_ndr_gHS1_cl63_fr3_AH_2019-11-19,AH,November,Trip_5,HS1_Cluster_63_3_ndr,240,apal,5_ndr,63,5,NA,maroon2,greenyellow,olivedrab1,orangered,olivedrab1,25.1302969,-80.2938556,-12.6,12.6,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2242,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,HS1,3,November,2019,66.66666667,19,9,1,NA,NA,NA,NA,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gHS1_cl70_fr3_AH_2019-11-19,apal_ndr_gHS1_cl70_fr3_AH_2019-11-19,AH,November,Trip_5,HS1_Cluster_70_3_ndr,271,apal,5_ndr,70,5,NA,maroon2,greenyellow,olivedrab1,orangered,olivedrab1,25.1302873,-80.2938389,-12.6,12.6,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2248,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,HS1,3,November,2019,66.66666667,19,9,1,NA,NA,NA,NA,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gHS1_cl67_fr3_AH_2019-11-19,apal_ndr_gHS1_cl67_fr3_AH_2019-11-19,AH,November,Trip_5,HS1_Cluster_67_3_ndr,274,apal,5_ndr,67,5,NA,maroon2,greenyellow,olivedrab1,orangered,olivedrab1,25.1303102,-80.293823,-12.6,12.6,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2154,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,HS1,4,November,2019,66.66666667,19,9,1,NA,NA,NA,NA,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gHS1_cl63_fr4_AH_2019-11-19,apal_ndr_gHS1_cl63_fr4_AH_2019-11-19,AH,November,Trip_5,HS1_Cluster_63_4_ndr,241,apal,5_ndr,63,5,NA,maroon2,greenyellow,olivedrab1,orangered,olivedrab1,25.1302969,-80.2938556,-12.6,12.6,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2243,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,HS1,4,November,2019,66.66666667,19,9,1,NA,NA,NA,NA,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gHS1_cl70_fr4_AH_2019-11-19,apal_ndr_gHS1_cl70_fr4_AH_2019-11-19,AH,November,Trip_5,HS1_Cluster_70_4_ndr,272,apal,5_ndr,70,5,NA,maroon2,greenyellow,olivedrab1,orangered,olivedrab1,25.1302873,-80.2938389,-12.6,12.6,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
bagnumber-2244,19-Nov-19,6.026627907,186.8205,-0.553918605,-0.571651163,26.21434744,ndr,HS1,5,November,2019,66.66666667,19,9,1,NA,NA,NA,NA,7,2019,0.159166667,0.017833333,0.128333333,0.11,0.029666667,apal_ndr_gHS1_cl70_fr5_AH_2019-11-19,apal_ndr_gHS1_cl70_fr5_AH_2019-11-19,AH,November,Trip_5,HS1_Cluster_70_5_ndr,273,apal,5_ndr,70,5,NA,maroon2,greenyellow,olivedrab1,orangered,olivedrab1,25.1302873,-80.2938389,-12.6,12.6,2019,November,25.218,-80.294,3.242377305,1.739746769,27.19707857,0.385620202
